Ledger,Date,Account,D/C,Amount
AAA,45240,232000,D,450000
AAA,45240,151000,C,450000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,152000,C,4824000
AAA,45240,152000,D,403998
AAA,45240,610000,C,403998
AAA,45240,232000,D,402000
AAA,45240,151000,C,402000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,152000,C,2448000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,152000,C,8700000
AAA,45240,152000,D,870000
AAA,45240,610000,C,870000
AAA,45240,232000,D,870000
AAA,45240,151000,C,870000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,152000,C,2448000
AAA,45240,152000,D,204000
AAA,45240,610000,C,204000
AAA,45240,232000,D,204000
AAA,45240,151000,C,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,152000,C,2448000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,152000,C,2448000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,152000,C,4824000
AAA,45240,152000,D,403998
AAA,45240,610000,C,403998
AAA,45240,232000,D,402000
AAA,45240,151000,C,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,152000,C,4824000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,152000,C,4896000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,151000,D,870000
AAA,45240,152000,C,10440000
AAA,45240,152000,D,870000
AAA,45240,610000,C,870000
AAA,45240,232000,D,870000
AAA,45240,151000,C,870000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,151000,D,204000
AAA,45240,152000,C,2448000
AAA,45240,152000,D,204000
AAA,45240,610000,C,204000
AAA,45240,232000,D,204000
AAA,45240,151000,C,204000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,151000,D,402000
AAA,45240,152000,C,4824000
AAA,45240,152000,D,408000
AAA,45240,610000,C,408000
AAA,45240,232000,D,402000
AAA,45240,151000,C,402000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,151000,D,408000
AAA,45240,152000,C,4896000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,151000,D,414000
AAA,45240,152000,C,4968000
AAA,45270,152000,D,893502
AAA,45270,610000,C,893502
AAA,45268,250000,D,894000
AAA,45268,232000,C,894000
AAA,45240,232000,D,894000
AAA,45240,151000,C,894000
AAA,45270,816000,D,1470
AAA,45270,115000,C,1470
AAA,45270,816000,D,8322
AAA,45270,115000,C,8322
AAA,45270,816000,D,6966
AAA,45270,115000,C,6966
AAA,45270,816000,D,10458
AAA,45270,115000,C,10458
AAA,45270,816000,D,9144
AAA,45270,115000,C,9144
AAA,45270,816000,D,10134
AAA,45270,115000,C,10134
AAA,45270,816000,D,11256
AAA,45270,115000,C,11256
AAA,45270,816000,D,7584
AAA,45270,115000,C,7584
AAA,45270,816000,D,3828
AAA,45270,115000,C,3828
AAA,45270,816000,D,7416
AAA,45270,115000,C,7416
AAA,45270,816000,D,2814
AAA,45270,115000,C,2814
AAA,45270,816000,D,7890
AAA,45270,115000,C,7890
AAA,45270,816000,D,2004
AAA,45270,115000,C,2004
AAA,45254,110000,D,560034
AAA,45254,250000,C,560034
AAA,45270,816000,D,8400
AAA,45270,115000,C,8400
AAA,45270,814000,D,4998
AAA,45270,210000,C,4998
AAA,45270,818000,D,6000
AAA,45270,210000,C,6000
AAA,45270,823000,D,120000
AAA,45270,210000,C,120000
AAA,45270,811000,D,4998
AAA,45270,320000,C,4998
AAA,45270,890000,D,1814772
AAA,45270,340000,C,1814772
AAA,45273,330000,D,4903614
AAA,45273,450000,D,4186092
AAA,45273,250000,C,9089706
AAA,45298,813000,D,4889658
AAA,45298,330000,C,4889658
AAA,45298,450000,D,51506004
AAA,45298,350000,C,51506004
AAA,45298,450000,C,51334890
AAA,45298,350000,D,51334890
AAA,45285,320000,D,864000
AAA,45285,320000,D,1008000
AAA,45285,320000,D,7200
AAA,45285,320000,D,36000
AAA,45285,320000,D,14400
AAA,45285,320000,D,7200
AAA,45285,320000,D,14400
AAA,45285,320000,D,18000
AAA,45285,320000,D,7200
AAA,45285,320000,D,7200
AAA,45285,320000,D,10800
AAA,45285,320000,D,7200
AAA,45285,320000,D,21600
AAA,45285,320000,D,3600
AAA,45285,320000,D,14400
AAA,45285,320000,D,7200
AAA,45285,320000,D,4320
AAA,45285,250000,C,868320
AAA,45285,250000,C,1184400
AAA,45271,710000,D,1008000
AAA,45271,320000,C,1008000
AAA,45271,812000,D,7200
AAA,45271,320000,C,7200
AAA,45271,817000,D,36000
AAA,45271,320000,C,36000
AAA,45271,820000,D,14400
AAA,45271,320000,C,14400
AAA,45271,822000,D,7200
AAA,45271,320000,C,7200
AAA,45271,824000,D,14400
AAA,45271,320000,C,14400
AAA,45271,825000,D,864000
AAA,45271,320000,C,864000
AAA,45271,826000,D,18000
AAA,45271,320000,C,18000
AAA,45271,827000,D,7200
AAA,45271,320000,C,7200
AAA,45271,828000,D,7200
AAA,45271,320000,C,7200
AAA,45271,831000,D,10800
AAA,45271,320000,C,10800
AAA,45271,832000,D,7200
AAA,45271,320000,C,7200
AAA,45271,833000,D,21600
AAA,45271,320000,C,21600
AAA,45271,834000,D,3600
AAA,45271,320000,C,3600
AAA,45271,835000,D,14400
AAA,45271,320000,C,14400
AAA,45271,836000,D,7200
AAA,45271,320000,C,7200
AAA,45271,837000,D,4320
AAA,45271,320000,C,4320
AAA,45298,152000,D,2857500
AAA,45298,610000,C,2857500
AAA,45298,232000,D,600000
AAA,45298,151000,C,600000
AAA,45298,310000,D,72000
AAA,45298,250000,C,72000
AAA,45298,152000,D,222000
AAA,45298,610000,C,222000
AAA,45298,232000,D,222000
AAA,45298,151000,C,222000
AAA,45298,152000,D,529998
AAA,45298,610000,C,529998
AAA,45298,232000,D,540000
AAA,45298,151000,C,540000
AAA,45298,152000,D,396000
AAA,45298,610000,C,396000
AAA,45298,232000,D,396000
AAA,45298,151000,C,396000
AAA,45298,152000,D,673998
AAA,45298,610000,C,673998
AAA,45298,232000,D,672000
AAA,45298,151000,C,672000
AAA,45298,152000,D,234000
AAA,45298,610000,C,234000
AAA,45298,232000,D,234000
AAA,45298,151000,C,234000
AAA,45298,152000,D,372000
AAA,45298,610000,C,372000
AAA,45298,232000,D,372000
AAA,45298,151000,C,372000
AAA,45298,152000,D,396000
AAA,45298,610000,C,396000
AAA,45298,232000,D,396000
AAA,45298,151000,C,396000
AAA,45298,152000,D,702000
AAA,45298,610000,C,702000
AAA,45298,232000,D,702000
AAA,45298,151000,C,702000
AAA,45298,152000,D,390000
AAA,45298,610000,C,390000
AAA,45298,232000,D,390000
AAA,45298,151000,C,390000
AAA,45298,152000,D,402000
AAA,45298,610000,C,402000
AAA,45298,232000,D,402000
AAA,45298,151000,C,402000
AAA,45298,152000,D,175998
AAA,45298,610000,C,175998
AAA,45298,232000,D,174000
AAA,45298,151000,C,174000
AAA,45298,152000,D,399000
AAA,45298,610000,C,399000
AAA,45298,232000,D,402000
AAA,45298,151000,C,402000
AAA,45298,152000,D,406002
AAA,45298,610000,C,406002
AAA,45298,232000,D,402000
AAA,45298,151000,C,402000
AAA,45298,152000,D,744000
AAA,45298,610000,C,744000
AAA,45298,232000,D,744000
AAA,45298,151000,C,744000
AAA,45298,152000,D,180000
AAA,45298,610000,C,180000
AAA,45298,232000,D,180000
AAA,45298,151000,C,180000
AAA,45298,152000,D,408000
AAA,45298,610000,C,408000
AAA,45298,232000,D,408000
AAA,45298,151000,C,408000
AAA,45283,250000,D,2891700
AAA,45283,310000,C,2891700
AAA,45298,152000,D,396000
AAA,45298,610000,C,396000
AAA,45298,232000,D,396000
AAA,45298,151000,C,396000
AAA,45298,152000,D,774000
AAA,45298,610000,C,774000
AAA,45298,232000,D,774000
AAA,45298,151000,C,774000
AAA,45298,152000,D,181998
AAA,45298,610000,C,181998
AAA,45298,232000,D,180000
AAA,45298,151000,C,180000
AAA,45298,152000,D,403332
AAA,45298,610000,C,403332
AAA,45298,232000,D,420000
AAA,45298,151000,C,420000
AAA,45298,152000,D,396000
AAA,45298,610000,C,396000
AAA,45298,232000,D,396000
AAA,45298,151000,C,396000
AAA,45298,152000,D,793998
AAA,45298,610000,C,793998
AAA,45298,232000,D,792000
AAA,45298,151000,C,792000
AAA,45298,152000,D,194664
AAA,45298,610000,C,194664
AAA,45298,232000,D,192000
AAA,45298,151000,C,192000
AAA,45298,152000,D,438000
AAA,45298,610000,C,438000
AAA,45298,232000,D,438000
AAA,45298,151000,C,438000
AAA,45298,152000,D,404502
AAA,45298,610000,C,404502
AAA,45298,232000,D,402000
AAA,45298,151000,C,402000
AAA,45298,152000,D,822000
AAA,45298,610000,C,822000
AAA,45298,232000,D,816000
AAA,45298,151000,C,816000
AAA,45298,152000,D,288000
AAA,45298,610000,C,288000
AAA,45298,232000,D,288000
AAA,45298,151000,C,288000
AAA,45298,152000,D,450000
AAA,45298,610000,C,450000
AAA,45298,232000,D,450000
AAA,45298,151000,C,450000
AAA,45298,152000,D,403998
AAA,45298,610000,C,403998
AAA,45298,232000,D,402000
AAA,45298,151000,C,402000
AAA,45298,152000,D,870000
AAA,45298,610000,C,870000
AAA,45298,232000,D,870000
AAA,45298,151000,C,870000
AAA,45298,152000,D,204000
AAA,45298,610000,C,204000
AAA,45298,232000,D,204000
AAA,45298,151000,C,204000
AAA,45275,250000,D,2265300
AAA,45275,310000,C,2265300
AAA,45298,152000,D,403998
AAA,45298,610000,C,403998
AAA,45298,232000,D,402000
AAA,45298,151000,C,402000
AAA,45298,152000,D,870000
AAA,45298,610000,C,870000
AAA,45298,232000,D,870000
AAA,45298,151000,C,870000
AAA,45298,152000,D,204000
AAA,45298,610000,C,204000
AAA,45298,232000,D,204000
AAA,45298,151000,C,204000
AAA,45297,250000,D,2324700
AAA,45297,310000,C,2324700
AAA,45298,152000,D,408000
AAA,45298,610000,C,408000
AAA,45298,232000,D,402000
AAA,45298,151000,C,402000
AAA,45298,152000,D,893502
AAA,45298,610000,C,893502
AAA,45298,232000,D,894000
AAA,45298,151000,C,894000
AAA,45298,816000,D,1470
AAA,45298,115000,C,1470
AAA,45298,816000,D,8322
AAA,45298,115000,C,8322
AAA,45298,816000,D,6966
AAA,45298,115000,C,6966
AAA,45298,816000,D,10458
AAA,45298,115000,C,10458
AAA,45298,816000,D,9144
AAA,45298,115000,C,9144
AAA,45298,816000,D,10134
AAA,45298,115000,C,10134
AAA,45298,816000,D,11256
AAA,45298,115000,C,11256
AAA,45298,816000,D,7584
AAA,45298,115000,C,7584
AAA,45298,816000,D,3828
AAA,45298,115000,C,3828
AAA,45298,816000,D,7416
AAA,45298,115000,C,7416
AAA,45298,816000,D,2814
AAA,45298,115000,C,2814
AAA,45298,816000,D,7890
AAA,45298,115000,C,7890
AAA,45298,816000,D,2004
AAA,45298,115000,C,2004
AAA,45298,816000,D,8400
AAA,45298,115000,C,8400
AAA,45285,110000,D,437712
AAA,45285,250000,C,437712
AAA,45298,816000,D,6564
AAA,45298,115000,C,6564
AAA,45298,814000,D,4998
AAA,45298,210000,C,4998
AAA,45298,818000,D,6000
AAA,45298,210000,C,6000
AAA,45298,823000,D,120000
AAA,45298,210000,C,120000
AAA,45298,811000,D,4998
AAA,45298,320000,C,4998
AAA,45298,890000,D,1815876
AAA,45298,340000,C,1815876
AAA,45301,330000,D,4889658
AAA,45301,450000,D,4200042
AAA,45301,250000,C,9089700
AAA,45329,813000,D,4875660
AAA,45329,330000,C,4875660
AAA,45329,450000,D,51677694
AAA,45329,350000,C,51677694
AAA,45329,450000,C,51506004
AAA,45329,350000,D,51506004
AAA,45313,320000,D,864000
AAA,45313,320000,D,1008000
AAA,45313,320000,D,7200
AAA,45313,320000,D,36000
AAA,45313,320000,D,14400
AAA,45313,320000,D,7200
AAA,45313,320000,D,14400
AAA,45313,320000,D,18000
AAA,45313,320000,D,7200
AAA,45313,320000,D,7200
AAA,45313,320000,D,10800
AAA,45313,320000,D,7200
AAA,45313,320000,D,21600
AAA,45313,320000,D,3600
AAA,45313,320000,D,14400
AAA,45313,320000,D,7200
AAA,45313,320000,D,4320
AAA,45313,250000,C,868320
AAA,45313,250000,C,1184400
AAA,45299,710000,D,1008000
AAA,45299,320000,C,1008000
AAA,45299,812000,D,7200
AAA,45299,320000,C,7200
AAA,45299,817000,D,36000
AAA,45299,320000,C,36000
AAA,45299,820000,D,14400
AAA,45299,320000,C,14400
AAA,45299,822000,D,7200
AAA,45299,320000,C,7200
AAA,45299,824000,D,14400
AAA,45299,320000,C,14400
AAA,45299,825000,D,864000
AAA,45299,320000,C,864000
AAA,45299,826000,D,18000
AAA,45299,320000,C,18000
AAA,45299,827000,D,7200
AAA,45299,320000,C,7200
AAA,45299,828000,D,7200
AAA,45299,320000,C,7200
AAA,45299,831000,D,10800
AAA,45299,320000,C,10800
AAA,45299,832000,D,7200
AAA,45299,320000,C,7200
AAA,45299,833000,D,21600
AAA,45299,320000,C,21600
AAA,45299,834000,D,3600
AAA,45299,320000,C,3600
AAA,45299,835000,D,14400
AAA,45299,320000,C,14400
AAA,45299,836000,D,7200
AAA,45299,320000,C,7200
AAA,45299,837000,D,4320
AAA,45299,320000,C,4320
AAA,45329,152000,D,2857500
AAA,45329,610000,C,2857500
AAA,45299,250000,D,3000000
AAA,45299,232000,C,3000000
AAA,45329,232000,D,600000
AAA,45329,151000,C,600000
AAA,45300,250000,D,600000
AAA,45300,232000,C,600000
AAA,45299,250000,D,120000
AAA,45299,232000,C,120000
AAA,45329,152000,D,222000
AAA,45329,610000,C,222000
AAA,45329,232000,D,222000
AAA,45329,151000,C,222000
AAA,45300,250000,D,222000
AAA,45300,232000,C,222000
AAA,45299,250000,D,348000
AAA,45299,232000,C,348000
AAA,45301,310000,D,156600
AAA,45301,250000,C,156600
AAA,45329,152000,D,529998
AAA,45329,610000,C,529998
AAA,45329,232000,D,540000
AAA,45329,151000,C,540000
AAA,45300,250000,D,540000
AAA,45300,232000,C,540000
AAA,45329,152000,D,396000
AAA,45329,610000,C,396000
AAA,45329,232000,D,396000
AAA,45329,151000,C,396000
AAA,45300,250000,D,396000
AAA,45300,232000,C,396000
AAA,45329,152000,D,673998
AAA,45329,610000,C,673998
AAA,45329,232000,D,672000
AAA,45329,151000,C,672000
AAA,45300,250000,D,672000
AAA,45300,232000,C,672000
AAA,45329,152000,D,234000
AAA,45329,610000,C,234000
AAA,45329,232000,D,234000
AAA,45329,151000,C,234000
AAA,45300,250000,D,234000
AAA,45300,232000,C,234000
AAA,45329,152000,D,372000
AAA,45329,610000,C,372000
AAA,45329,232000,D,372000
AAA,45329,151000,C,372000
AAA,45300,250000,D,372000
AAA,45300,232000,C,372000
AAA,45329,152000,D,396000
AAA,45329,610000,C,396000
AAA,45329,232000,D,396000
AAA,45329,151000,C,396000
AAA,45300,250000,D,396000
AAA,45300,232000,C,396000
AAA,45329,152000,D,702000
AAA,45329,610000,C,702000
AAA,45329,232000,D,702000
AAA,45329,151000,C,702000
AAA,45300,250000,D,702000
AAA,45300,232000,C,702000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,151000,D,168000
AAA,45299,152000,C,1680000
AAA,45299,152000,D,168000
AAA,45299,610000,C,168000
AAA,45299,232000,D,168000
AAA,45299,151000,C,168000
AAA,45329,152000,D,390000
AAA,45329,610000,C,390000
AAA,45329,232000,D,390000
AAA,45329,151000,C,390000
AAA,45300,250000,D,390000
AAA,45300,232000,C,390000
AAA,45329,152000,D,402000
AAA,45329,610000,C,402000
AAA,45329,232000,D,402000
AAA,45329,151000,C,402000
AAA,45300,250000,D,402000
AAA,45300,232000,C,402000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,151000,D,720000
AAA,45299,152000,C,7200000
AAA,45299,152000,D,720000
AAA,45299,610000,C,720000
AAA,45299,232000,D,720000
AAA,45299,151000,C,720000
AAA,45329,152000,D,175998
AAA,45329,610000,C,175998
AAA,45329,232000,D,174000
AAA,45329,151000,C,174000
AAA,45300,250000,D,174000
AAA,45300,232000,C,174000
AAA,45329,152000,D,399000
AAA,45329,610000,C,399000
AAA,45329,232000,D,402000
AAA,45329,151000,C,402000
AAA,45300,250000,D,402000
AAA,45300,232000,C,402000
AAA,45329,152000,D,406002
AAA,45329,610000,C,406002
AAA,45329,232000,D,402000
AAA,45329,151000,C,402000
AAA,45300,250000,D,402000
AAA,45300,232000,C,402000
AAA,45329,152000,D,744000
AAA,45329,610000,C,744000
AAA,45329,232000,D,744000
AAA,45329,151000,C,744000
AAA,45300,250000,D,744000
AAA,45300,232000,C,744000
AAA,45329,152000,D,180000
AAA,45329,610000,C,180000
AAA,45299,250000,D,180000
AAA,45299,232000,C,180000
AAA,45329,232000,D,180000
AAA,45329,151000,C,180000
AAA,45300,250000,D,180000
AAA,45300,232000,C,180000
AAA,45329,152000,D,408000
AAA,45329,610000,C,408000
AAA,45329,232000,D,408000
AAA,45329,151000,C,408000
AAA,45300,250000,D,408000
AAA,45300,232000,C,408000
AAA,45329,152000,D,396000
AAA,45329,610000,C,396000
AAA,45329,232000,D,396000
AAA,45329,151000,C,396000
AAA,45300,250000,D,396000
AAA,45300,232000,C,396000
AAA,45329,152000,D,774000
AAA,45329,610000,C,774000
AAA,45329,232000,D,774000
AAA,45329,151000,C,774000
AAA,45300,250000,D,774000
AAA,45300,232000,C,774000
AAA,45329,152000,D,181998
AAA,45329,610000,C,181998
AAA,45329,232000,D,180000
AAA,45329,151000,C,180000
AAA,45300,250000,D,180000
AAA,45300,232000,C,180000
AAA,45329,152000,D,403332
AAA,45329,610000,C,403332
AAA,45329,232000,D,420000
AAA,45329,151000,C,420000
AAA,45300,250000,D,420000
AAA,45300,232000,C,420000
AAA,45329,152000,D,396000
AAA,45329,610000,C,396000
AAA,45329,232000,D,396000
AAA,45329,151000,C,396000
AAA,45300,250000,D,396000
AAA,45300,232000,C,396000
AAA,45329,152000,D,793998
AAA,45329,610000,C,793998
AAA,45329,232000,D,792000
AAA,45329,151000,C,792000
AAA,45300,250000,D,792000
AAA,45300,232000,C,792000
AAA,45329,152000,D,194664
AAA,45329,610000,C,194664
AAA,45329,232000,D,192000
AAA,45329,151000,C,192000
AAA,45300,250000,D,192000
AAA,45300,232000,C,192000
AAA,45329,152000,D,438000
AAA,45329,610000,C,438000
AAA,45329,232000,D,438000
AAA,45329,151000,C,438000
AAA,45300,250000,D,438000
AAA,45300,232000,C,438000
AAA,45329,152000,D,404502
AAA,45329,610000,C,404502
AAA,45329,232000,D,402000
AAA,45329,151000,C,402000
AAA,45300,250000,D,402000
AAA,45300,232000,C,402000
AAA,45329,152000,D,822000
AAA,45329,610000,C,822000
AAA,45329,232000,D,816000
AAA,45329,151000,C,816000
AAA,45300,250000,D,816000
AAA,45300,232000,C,816000
AAA,45329,152000,D,288000
AAA,45329,610000,C,288000
AAA,45329,232000,D,288000
AAA,45329,151000,C,288000
AAA,45300,250000,D,288000
AAA,45300,232000,C,288000
AAA,45329,152000,D,450000
AAA,45329,610000,C,450000
AAA,45329,232000,D,450000
AAA,45329,151000,C,450000
AAA,45300,250000,D,450000
AAA,45300,232000,C,450000
AAA,45329,152000,D,403998
AAA,45329,610000,C,403998
AAA,45329,232000,D,402000
AAA,45329,151000,C,402000
AAA,45300,250000,D,402000
AAA,45300,232000,C,402000
AAA,45329,152000,D,870000
AAA,45329,610000,C,870000
AAA,45329,232000,D,870000
AAA,45329,151000,C,870000
AAA,45300,250000,D,870000
AAA,45300,232000,C,870000
AAA,45329,152000,D,204000
AAA,45329,610000,C,204000
AAA,45329,232000,D,204000
AAA,45329,151000,C,204000
AAA,45300,250000,D,204000
AAA,45300,232000,C,204000
AAA,45329,152000,D,403998
AAA,45329,610000,C,403998
AAA,45329,232000,D,402000
AAA,45329,151000,C,402000
AAA,45300,250000,D,402000
AAA,45300,232000,C,402000
AAA,45329,152000,D,870000
AAA,45329,610000,C,870000
AAA,45329,232000,D,870000
AAA,45329,151000,C,870000
AAA,45300,250000,D,870000
AAA,45300,232000,C,870000
AAA,45329,152000,D,204000
AAA,45329,610000,C,204000
AAA,45329,232000,D,204000
AAA,45329,151000,C,204000
AAA,45300,250000,D,204000
AAA,45300,232000,C,204000
AAA,45329,152000,D,408000
AAA,45329,610000,C,408000
AAA,45329,232000,D,402000
AAA,45329,151000,C,402000
AAA,45300,250000,D,402000
AAA,45300,232000,C,402000
AAA,45329,152000,D,893502
AAA,45329,610000,C,893502
AAA,45299,250000,D,894000
AAA,45299,232000,C,894000
AAA,45329,232000,D,894000
AAA,45329,151000,C,894000
AAA,45300,250000,D,894000
AAA,45300,232000,C,894000
AAA,45329,816000,D,1470
AAA,45329,115000,C,1470
AAA,45329,816000,D,8322
AAA,45329,115000,C,8322
AAA,45329,816000,D,6966
AAA,45329,115000,C,6966
AAA,45329,816000,D,10458
AAA,45329,115000,C,10458
AAA,45329,816000,D,9144
AAA,45329,115000,C,9144
AAA,45329,816000,D,10134
AAA,45329,115000,C,10134
AAA,45329,816000,D,11256
AAA,45329,115000,C,11256
AAA,45329,816000,D,7584
AAA,45329,115000,C,7584
AAA,45329,816000,D,3828
AAA,45329,115000,C,3828
AAA,45329,816000,D,7416
AAA,45329,115000,C,7416
AAA,45329,816000,D,2814
AAA,45329,115000,C,2814
AAA,45329,816000,D,7890
AAA,45329,115000,C,7890
AAA,45329,816000,D,2004
AAA,45329,115000,C,2004
AAA,45329,816000,D,8400
AAA,45329,115000,C,8400
AAA,45329,816000,D,6564
AAA,45329,115000,C,6564
AAA,45313,110000,D,646332
AAA,45313,250000,C,646332
AAA,45329,816000,D,9696
AAA,45329,115000,C,9696
AAA,45329,814000,D,4998
AAA,45329,210000,C,4998
AAA,45329,818000,D,6000
AAA,45329,210000,C,6000
AAA,45329,823000,D,120000
AAA,45329,210000,C,120000
AAA,45313,210000,D,360000
AAA,45313,250000,C,360000
AAA,45329,811000,D,4998
AAA,45329,320000,C,4998
AAA,45329,890000,D,1949724
AAA,45329,340000,C,1949724
AAA,45332,330000,D,4875660
AAA,45332,450000,D,4214046
AAA,45332,250000,C,9089706
AAA,45359,813000,D,4861614
AAA,45359,330000,C,4861614
AAA,45359,450000,D,51849954
AAA,45359,350000,C,51849954
AAA,45359,450000,C,51677694
AAA,45359,350000,D,51677694
AAA,45344,320000,D,864000
AAA,45344,320000,D,1008000
AAA,45344,320000,D,7200
AAA,45344,320000,D,36000
AAA,45344,320000,D,14400
AAA,45344,320000,D,7200
AAA,45344,320000,D,14400
AAA,45344,320000,D,18000
AAA,45344,320000,D,7200
AAA,45344,320000,D,7200
AAA,45344,320000,D,10800
AAA,45344,320000,D,7200
AAA,45344,320000,D,21600
AAA,45344,320000,D,3600
AAA,45344,320000,D,14400
AAA,45344,320000,D,7200
AAA,45344,320000,D,4320
AAA,45344,250000,C,868320
AAA,45344,250000,C,1184400
AAA,45330,710000,D,1008000
AAA,45330,320000,C,1008000
AAA,45330,812000,D,7200
AAA,45330,320000,C,7200
AAA,45330,817000,D,36000
AAA,45330,320000,C,36000
AAA,45330,820000,D,14400
AAA,45330,320000,C,14400
AAA,45330,822000,D,7200
AAA,45330,320000,C,7200
AAA,45330,824000,D,14400
AAA,45330,320000,C,14400
AAA,45330,825000,D,864000
AAA,45330,320000,C,864000
AAA,45330,826000,D,18000
AAA,45330,320000,C,18000
AAA,45330,827000,D,7200
